,name,class,confidence,box,image_name,model
6,tv,62.0,0.25503,"{'x1': 338.82574, 'y1': 143.1774, 'x2': 400.89069, 'y2': 210.63229}",.\images\coco\000000013923.jpg,.\weights\yolo11n-coco-distilled.pt
0,train,6.0,0.75514,"{'x1': 182.28802, 'y1': 251.66663, 'x2': 640.0, 'y2': 379.68188}",.\images\coco\000000014380.jpg,.\weights\yolo11n-coco-distilled.pt
0,train,6.0,0.76945,"{'x1': 0.0517, 'y1': 172.17279, 'x2': 602.18762, 'y2': 307.85345}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.61349,"{'x1': 279.35165, 'y1': 269.36462, 'x2': 296.98111, 'y2': 308.22974}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
2,person,0.0,0.55859,"{'x1': 24.63763, 'y1': 224.28848, 'x2': 39.42046, 'y2': 261.39297}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
3,person,0.0,0.52197,"{'x1': 198.12131, 'y1': 259.24115, 'x2': 218.45334, 'y2': 294.59515}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
4,person,0.0,0.51534,"{'x1': 320.45383, 'y1': 268.82385, 'x2': 337.03268, 'y2': 313.65076}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
5,person,0.0,0.5122,"{'x1': 120.83344, 'y1': 246.83582, 'x2': 137.28464, 'y2': 281.4129}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
6,person,0.0,0.45657,"{'x1': 78.09331, 'y1': 244.88934, 'x2': 95.06462, 'y2': 272.67566}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
7,person,0.0,0.4402,"{'x1': 156.75772, 'y1': 253.06329, 'x2': 173.92358, 'y2': 286.0921}",.\images\coco\000000014473.jpg,.\weights\yolo11n-coco-distilled.pt
0,cat,15.0,0.62644,"{'x1': 3.44745, 'y1': 228.87421, 'x2': 479.58472, 'y2': 637.99786}",.\images\coco\000000014831.jpg,.\weights\yolo11n-coco-distilled.pt
0,sandwich,48.0,0.51689,"{'x1': 54.71455, 'y1': 4.47125, 'x2': 471.63336, 'y2': 350.21344}",.\images\coco\000000015079.jpg,.\weights\yolo11n-coco-distilled.pt
1,knife,43.0,0.49536,"{'x1': 470.45044, 'y1': 93.07227, 'x2': 630.54272, 'y2': 377.29523}",.\images\coco\000000015079.jpg,.\weights\yolo11n-coco-distilled.pt
2,sandwich,48.0,0.4111,"{'x1': 56.74228, 'y1': 97.16376, 'x2': 384.98355, 'y2': 350.17181}",.\images\coco\000000015079.jpg,.\weights\yolo11n-coco-distilled.pt
3,sandwich,48.0,0.35729,"{'x1': 197.69682, 'y1': 6.38373, 'x2': 468.39984, 'y2': 221.59802}",.\images\coco\000000015079.jpg,.\weights\yolo11n-coco-distilled.pt
0,bowl,45.0,0.84996,"{'x1': 377.26196, 'y1': 166.86975, 'x2': 586.35388, 'y2': 402.53076}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
1,bowl,45.0,0.84348,"{'x1': 59.11359, 'y1': 7.59457, 'x2': 369.55466, 'y2': 168.74957}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
2,bowl,45.0,0.8411,"{'x1': 3.36285, 'y1': 164.28119, 'x2': 381.07251, 'y2': 396.37042}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
3,bowl,45.0,0.83803,"{'x1': 367.29108, 'y1': 6.8053, 'x2': 544.51392, 'y2': 170.84802}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
4,carrot,51.0,0.31103,"{'x1': 312.60547, 'y1': 84.33325, 'x2': 344.78784, 'y2': 117.94202}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
5,carrot,51.0,0.28025,"{'x1': 432.5918, 'y1': 26.70187, 'x2': 523.08142, 'y2': 162.99033}",.\images\coco\000000015254.jpg,.\weights\yolo11n-coco-distilled.pt
0,traffic light,9.0,0.31327,"{'x1': 37.8064, 'y1': 37.56523, 'x2': 278.60999, 'y2': 135.11263}",.\images\coco\000000015272.jpg,.\weights\yolo11n-coco-distilled.pt
0,broccoli,50.0,0.44529,"{'x1': 1.72546, 'y1': 45.89929, 'x2': 632.23401, 'y2': 468.20148}",.\images\coco\000000015278.jpg,.\weights\yolo11n-coco-distilled.pt
1,broccoli,50.0,0.31893,"{'x1': 26.06807, 'y1': 309.07709, 'x2': 207.21954, 'y2': 461.54877}",.\images\coco\000000015278.jpg,.\weights\yolo11n-coco-distilled.pt
2,broccoli,50.0,0.26442,"{'x1': 0.0, 'y1': 302.98535, 'x2': 48.31886, 'y2': 359.50275}",.\images\coco\000000015278.jpg,.\weights\yolo11n-coco-distilled.pt
0,dining table,60.0,0.73525,"{'x1': 0.0, 'y1': 2.59283, 'x2': 637.97809, 'y2': 470.5603}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
1,cup,41.0,0.63784,"{'x1': 462.04126, 'y1': 72.53922, 'x2': 540.14307, 'y2': 164.314}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
2,cup,41.0,0.55428,"{'x1': 230.82413, 'y1': 1.34004, 'x2': 371.78506, 'y2': 134.97838}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
3,cup,41.0,0.36059,"{'x1': 530.29089, 'y1': 51.28017, 'x2': 609.86584, 'y2': 132.39174}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
4,cup,41.0,0.28923,"{'x1': 473.62958, 'y1': 1.80452, 'x2': 549.23291, 'y2': 84.16267}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
5,sandwich,48.0,0.26371,"{'x1': 1.16434, 'y1': 187.08533, 'x2': 160.78027, 'y2': 342.5199}",.\images\coco\000000018575.jpg,.\weights\yolo11n-coco-distilled.pt
0,broccoli,50.0,0.75841,"{'x1': 90.44562, 'y1': 125.71147, 'x2': 446.86591, 'y2': 459.52509}",.\images\coco\000000019221.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.39904,"{'x1': 244.14516, 'y1': 332.16577, 'x2': 545.56775, 'y2': 473.677}",.\images\coco\000000019221.jpg,.\weights\yolo11n-coco-distilled.pt
0,elephant,20.0,0.92326,"{'x1': 1.16119, 'y1': 107.94098, 'x2': 326.19034, 'y2': 396.76666}",.\images\coco\000000021903.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.9207,"{'x1': 329.46436, 'y1': 222.59167, 'x2': 552.24207, 'y2': 475.89111}",.\images\coco\000000021903.jpg,.\weights\yolo11n-coco-distilled.pt
2,person,0.0,0.67303,"{'x1': 614.4104, 'y1': 243.50659, 'x2': 639.77441, 'y2': 331.08325}",.\images\coco\000000021903.jpg,.\weights\yolo11n-coco-distilled.pt
0,skateboard,36.0,0.85432,"{'x1': 258.86688, 'y1': 280.67859, 'x2': 483.56793, 'y2': 478.18445}",.\images\coco\000000022479.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.69596,"{'x1': 30.98022, 'y1': 1.15057, 'x2': 480.55573, 'y2': 467.42236}",.\images\coco\000000022479.jpg,.\weights\yolo11n-coco-distilled.pt
0,dining table,60.0,0.36118,"{'x1': 2.27057, 'y1': 0.55803, 'x2': 639.51361, 'y2': 469.48297}",.\images\coco\000000022623.jpg,.\weights\yolo11n-coco-distilled.pt
0,person,0.0,0.85454,"{'x1': 141.28966, 'y1': 81.74976, 'x2': 362.2063, 'y2': 609.21179}",.\images\coco\000000022705.jpg,.\weights\yolo11n-coco-distilled.pt
1,refrigerator,72.0,0.70202,"{'x1': 139.45377, 'y1': 75.26691, 'x2': 377.31198, 'y2': 535.37372}",.\images\coco\000000022705.jpg,.\weights\yolo11n-coco-distilled.pt
2,bottle,39.0,0.59911,"{'x1': 81.58347, 'y1': 212.16473, 'x2': 103.45529, 'y2': 281.62207}",.\images\coco\000000022705.jpg,.\weights\yolo11n-coco-distilled.pt
3,bowl,45.0,0.28378,"{'x1': 22.83789, 'y1': 256.8371, 'x2': 53.13217, 'y2': 279.72162}",.\images\coco\000000022705.jpg,.\weights\yolo11n-coco-distilled.pt
4,oven,69.0,0.2595,"{'x1': 26.126, 'y1': 339.1333, 'x2': 74.67325, 'y2': 633.57709}",.\images\coco\000000022705.jpg,.\weights\yolo11n-coco-distilled.pt
0,dog,16.0,0.53552,"{'x1': 236.1095, 'y1': 22.8284, 'x2': 499.77911, 'y2': 255.66826}",.\images\coco\000000022892.jpg,.\weights\yolo11n-coco-distilled.pt
1,dog,16.0,0.50367,"{'x1': 35.02474, 'y1': 76.54279, 'x2': 287.90283, 'y2': 292.82581}",.\images\coco\000000022892.jpg,.\weights\yolo11n-coco-distilled.pt
2,cat,15.0,0.47346,"{'x1': 236.56221, 'y1': 22.39017, 'x2': 499.57562, 'y2': 255.47752}",.\images\coco\000000022892.jpg,.\weights\yolo11n-coco-distilled.pt
0,suitcase,28.0,0.79562,"{'x1': 203.41594, 'y1': 167.65236, 'x2': 412.62726, 'y2': 427.99225}",.\images\coco\000000023023.jpg,.\weights\yolo11n-coco-distilled.pt
1,suitcase,28.0,0.33501,"{'x1': 403.44434, 'y1': 232.87512, 'x2': 569.34155, 'y2': 408.62375}",.\images\coco\000000023023.jpg,.\weights\yolo11n-coco-distilled.pt
0,person,0.0,0.9025,"{'x1': 417.31476, 'y1': 1.19128, 'x2': 639.10919, 'y2': 421.2843}",.\images\coco\000000023034.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.77419,"{'x1': 237.7403, 'y1': 148.092, 'x2': 314.66351, 'y2': 270.75238}",.\images\coco\000000023034.jpg,.\weights\yolo11n-coco-distilled.pt
2,horse,17.0,0.76583,"{'x1': 304.535, 'y1': 181.61478, 'x2': 373.27255, 'y2': 281.57761}",.\images\coco\000000023034.jpg,.\weights\yolo11n-coco-distilled.pt
3,horse,17.0,0.61878,"{'x1': 256.13147, 'y1': 201.62146, 'x2': 304.91052, 'y2': 343.19922}",.\images\coco\000000023034.jpg,.\weights\yolo11n-coco-distilled.pt
0,bird,14.0,0.30229,"{'x1': 105.64563, 'y1': 218.93036, 'x2': 148.88293, 'y2': 245.05511}",.\images\coco\000000023230.jpg,.\weights\yolo11n-coco-distilled.pt
1,bird,14.0,0.30109,"{'x1': 0.41574, 'y1': 234.49094, 'x2': 36.28617, 'y2': 250.73886}",.\images\coco\000000023230.jpg,.\weights\yolo11n-coco-distilled.pt
0,person,0.0,0.83998,"{'x1': 249.29707, 'y1': 95.50677, 'x2': 350.56354, 'y2': 264.41992}",.\images\coco\000000023359.jpg,.\weights\yolo11n-coco-distilled.pt
0,broccoli,50.0,0.64633,"{'x1': 75.56701, 'y1': 113.77571, 'x2': 325.17627, 'y2': 272.20795}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
1,carrot,51.0,0.57326,"{'x1': 477.2088, 'y1': 341.80774, 'x2': 582.5368, 'y2': 427.0}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
2,carrot,51.0,0.55419,"{'x1': 375.85651, 'y1': 314.51562, 'x2': 490.37494, 'y2': 378.88635}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
3,carrot,51.0,0.53557,"{'x1': 337.24078, 'y1': 285.37601, 'x2': 462.31342, 'y2': 336.49393}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
4,carrot,51.0,0.39848,"{'x1': 381.46301, 'y1': 363.5094, 'x2': 480.48285, 'y2': 424.61078}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
5,bowl,45.0,0.29192,"{'x1': 0.19286, 'y1': 212.1485, 'x2': 155.65579, 'y2': 421.75378}",.\images\coco\000000023781.jpg,.\weights\yolo11n-coco-distilled.pt
0,person,0.0,0.38105,"{'x1': 204.60236, 'y1': 215.49988, 'x2': 286.01141, 'y2': 325.54663}",.\images\coco\000000024021.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.32996,"{'x1': 282.08716, 'y1': 234.60217, 'x2': 344.48572, 'y2': 327.95361}",.\images\coco\000000024021.jpg,.\weights\yolo11n-coco-distilled.pt
0,kite,33.0,0.86748,"{'x1': 212.82678, 'y1': 50.40405, 'x2': 447.37964, 'y2': 204.56204}",.\images\coco\000000024027.jpg,.\weights\yolo11n-coco-distilled.pt
1,person,0.0,0.51964,"{'x1': 105.87326, 'y1': 358.02289, 'x2': 115.0164, 'y2': 375.0}",.\images\coco\000000024027.jpg,.\weights\yolo11n-coco-distilled.pt
2,person,0.0,0.41674,"{'x1': 248.91797, 'y1': 357.31329, 'x2': 259.81607, 'y2': 375.0}",.\images\coco\000000024027.jpg,.\weights\yolo11n-coco-distilled.pt
3,kite,33.0,0.33883,"{'x1': 345.19373, 'y1': 22.59198, 'x2': 367.66516, 'y2': 49.40952}",.\images\coco\000000024027.jpg,.\weights\yolo11n-coco-distilled.pt
0,pizza,53.0,0.8777,"{'x1': 69.29364, 'y1': 20.10254, 'x2': 560.8064, 'y2': 457.651}",.\images\coco\000000024144.jpg,.\weights\yolo11n-coco-distilled.pt
1,oven,69.0,0.28582,"{'x1': 4.99353, 'y1': 2.48254, 'x2': 638.03418, 'y2': 472.61414}",.\images\coco\000000024144.jpg,.\weights\yolo11n-coco-distilled.pt
